customerID,InvoiceDate,DueDate,SettledDate,DaysToSettle,DaysLate,First invoice,Late,On-Time,Train/Test,Age Bucket,Invoiced Month,InvoiceAmount,Invoice Due Month,Gap between current and previous invoice due date,Average Amount of PAID,Average of Amount of LATE PAID,Average Days Late,Average Days to Settle,Ratio Of Amount of Paid Invoices Bucket(0) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(1) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(2) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(3) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(4) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(5) by Total Amount of Paid Invoices,Ratio Of number of Paid Invoices Bucket(0) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(1) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(2) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(3) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(4) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(5) by Total number of Paid Invoices
3569-VJWXS,12/25/2012,1/24/2013,1/16/2013,22,0,FALSE,FALSE,TRUE,Train,0,12,59.32,1,6,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,12/26/2012,1/25/2013,1/21/2013,26,0,FALSE,FALSE,TRUE,Train,0,12,34.86,1,1,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,1/26/2013,2/25/2013,2/19/2013,24,0,FALSE,FALSE,TRUE,Train,0,1,58.42,2,31,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2/1/2013,3/3/2013,3/5/2013,32,2,FALSE,TRUE,FALSE,Train,1,2,38.64,3,6,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,4/26/2013,5/26/2013,5/12/2013,16,0,FALSE,FALSE,TRUE,Train,0,4,43.79,5,84,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,5/7/2013,6/6/2013,5/21/2013,14,0,FALSE,FALSE,TRUE,Train,0,5,50.63,6,11,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3598-DNURW,1/26/2012,2/25/2012,2/9/2012,14,0,TRUE,FALSE,TRUE,Train,0,1,47.02,2,0,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,1/30/2012,2/29/2012,2/20/2012,21,0,FALSE,FALSE,TRUE,Train,0,1,56.37,2,4,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2/1/2012,3/2/2012,2/19/2012,18,0,FALSE,FALSE,TRUE,Train,0,2,84.13,3,2,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,3/6/2012,4/5/2012,3/28/2012,22,0,FALSE,FALSE,TRUE,Train,0,3,67.83,4,34,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,3/30/2012,4/29/2012,4/24/2012,25,0,FALSE,FALSE,TRUE,Train,0,3,58.57,4,24,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,7/20/2012,8/19/2012,8/13/2012,24,0,FALSE,FALSE,TRUE,Train,0,7,84.54,8,112,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,8/9/2012,9/8/2012,9/3/2012,25,0,FALSE,FALSE,TRUE,Train,0,8,57.34,9,20,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,8/14/2012,9/13/2012,9/10/2012,27,0,FALSE,FALSE,TRUE,Train,0,8,50.66,9,5,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,9/12/2012,10/12/2012,9/28/2012,16,0,FALSE,FALSE,TRUE,Train,0,9,56.44,10,29,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,9/29/2012,10/29/2012,10/19/2012,20,0,FALSE,FALSE,TRUE,Train,0,9,90.91,10,17,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,10/24/2012,11/23/2012,11/7/2012,14,0,FALSE,FALSE,TRUE,Train,0,10,46.32,11,25,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,11/16/2012,12/16/2012,11/23/2012,7,0,FALSE,FALSE,TRUE,Train,0,11,46.07,12,23,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,1/3/2013,2/2/2013,1/15/2013,12,0,FALSE,FALSE,TRUE,Train,0,1,49.51,2,48,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,1/6/2013,2/5/2013,1/16/2013,10,0,FALSE,FALSE,TRUE,Train,0,1,58.49,2,3,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3676-CQAIF,1/15/2012,2/14/2012,2/22/2012,38,8,TRUE,TRUE,FALSE,Train,2,1,48.06,2,0,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2/7/2012,3/8/2012,3/17/2012,39,9,FALSE,TRUE,FALSE,Train,2,2,44.52,3,23,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2/25/2012,3/26/2012,4/2/2012,37,7,FALSE,TRUE,FALSE,Train,1,2,25.93,3,18,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,3/2/2012,4/1/2012,4/9/2012,38,8,FALSE,TRUE,FALSE,Train,2,3,45.97,4,6,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,5/3/2012,6/2/2012,6/8/2012,36,6,FALSE,TRUE,FALSE,Train,1,5,56.84,6,62,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,5/17/2012,6/16/2012,6/26/2012,40,10,FALSE,TRUE,FALSE,Train,2,5,41.29,6,14,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,6/1/2012,7/1/2012,7/20/2012,49,19,FALSE,TRUE,FALSE,Train,3,6,53.81,7,15,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,6/4/2012,7/4/2012,7/23/2012,49,19,FALSE,TRUE,FALSE,Train,3,6,57.09,7,3,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,6/10/2012,7/10/2012,7/28/2012,48,18,FALSE,TRUE,FALSE,Train,3,6,35.32,7,6,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,6/19/2012,7/19/2012,7/21/2012,32,2,FALSE,TRUE,FALSE,Train,1,6,39.74,7,9,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,9/27/2012,10/27/2012,11/10/2012,44,14,FALSE,TRUE,FALSE,Train,2,9,63.21,10,100,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,11/15/2012,12/15/2012,12/23/2012,38,8,FALSE,TRUE,FALSE,Train,2,11,50.33,12,49,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3831-FXWYK,2/10/2012,3/11/2012,3/22/2012,41,11,TRUE,TRUE,FALSE,Train,2,2,64.54,3,0,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,3/3/2012,4/2/2012,4/20/2012,48,18,FALSE,TRUE,FALSE,Train,3,3,117.01,4,22,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,3/24/2012,4/23/2012,5/4/2012,41,11,FALSE,TRUE,FALSE,Train,2,3,89.9,4,21,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,3/29/2012,4/28/2012,5/6/2012,38,8,FALSE,TRUE,FALSE,Train,2,3,79.28,4,5,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,5/14/2012,6/13/2012,7/1/2012,48,18,FALSE,TRUE,FALSE,Train,3,5,80.07,6,46,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,8/9/2012,9/8/2012,9/10/2012,32,2,FALSE,TRUE,FALSE,Train,1,8,73.9,9,87,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,9/1/2012,10/1/2012,9/27/2012,26,0,FALSE,FALSE,TRUE,Train,0,9,78.39,10,23,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,11/2/2012,12/2/2012,12/17/2012,45,15,FALSE,TRUE,FALSE,Train,3,11,74.47,12,62,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,11/4/2012,12/4/2012,12/5/2012,31,1,FALSE,TRUE,FALSE,Train,1,11,66.03,12,2,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,11/24/2012,12/24/2012,1/3/2013,40,10,FALSE,TRUE,FALSE,Train,2,11,83.66,12,20,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,11/29/2012,12/29/2012,12/26/2012,27,0,FALSE,FALSE,TRUE,Train,0,11,50.3,12,5,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,12/24/2012,1/23/2013,1/31/2013,38,8,FALSE,TRUE,FALSE,Train,2,12,24.46,1,25,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,12/27/2012,1/26/2013,2/1/2013,36,6,FALSE,TRUE,FALSE,Train,1,12,71.85,1,3,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,1/5/2013,2/4/2013,2/18/2013,44,14,FALSE,TRUE,FALSE,Train,2,1,63.12,2,9,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,1/12/2013,2/11/2013,2/16/2013,35,5,FALSE,TRUE,FALSE,Train,1,1,69.26,2,7,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,2/26/2013,3/28/2013,4/3/2013,36,6,FALSE,TRUE,FALSE,Train,1,2,74.09,3,45,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,3/8/2013,4/7/2013,4/13/2013,36,6,FALSE,TRUE,FALSE,Train,1,3,55.46,4,10,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,3/25/2013,4/24/2013,4/27/2013,33,3,FALSE,TRUE,FALSE,Train,1,3,85.86,4,17,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3993-QUNVJ,1/3/2012,2/2/2012,1/23/2012,20,0,TRUE,FALSE,TRUE,Train,0,1,50.39,2,0,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,3/18/2012,4/17/2012,4/2/2012,15,0,FALSE,FALSE,TRUE,Train,0,3,60.93,4,75,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,3/31/2012,4/30/2012,4/16/2012,16,0,FALSE,FALSE,TRUE,Train,0,3,75.33,4,13,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,5/2/2012,6/1/2012,5/23/2012,21,0,FALSE,FALSE,TRUE,Train,0,5,63.42,6,32,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,7/8/2012,8/7/2012,8/1/2012,24,0,FALSE,FALSE,TRUE,Train,0,7,47.48,8,67,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,7/15/2012,8/14/2012,7/30/2012,15,0,FALSE,FALSE,TRUE,Train,0,7,48.65,8,7,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,7/17/2012,8/16/2012,8/9/2012,23,0,FALSE,FALSE,TRUE,Train,0,7,56.21,8,2,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,7/23/2012,8/22/2012,8/9/2012,17,0,FALSE,FALSE,TRUE,Train,0,7,61.76,8,6,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,8/2/2012,9/1/2012,8/18/2012,16,0,FALSE,FALSE,TRUE,Train,0,8,67.9,9,10,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,8/17/2012,9/16/2012,9/2/2012,16,0,FALSE,FALSE,TRUE,Train,0,8,37.24,9,15,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,1/4/2013,2/3/2013,1/30/2013,26,0,FALSE,FALSE,TRUE,Train,0,1,88.48,2,140,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,1/31/2013,3/2/2013,2/8/2013,8,0,FALSE,FALSE,TRUE,Train,0,1,68.79,3,27,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,2/1/2013,3/3/2013,2/5/2013,4,0,FALSE,FALSE,TRUE,Train,0,2,56.65,3,1,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,3/20/2013,4/19/2013,4/15/2013,26,0,FALSE,FALSE,TRUE,Train,0,3,63.32,4,47,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,3/25/2013,4/24/2013,4/8/2013,14,0,FALSE,FALSE,TRUE,Train,0,3,47.33,4,5,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,4/6/2013,5/6/2013,4/17/2013,11,0,FALSE,FALSE,TRUE,Train,0,4,76.44,5,12,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,4/16/2013,5/16/2013,4/27/2013,11,0,FALSE,FALSE,TRUE,Train,0,4,77.61,5,10,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3993-QUNVJ,4/18/2013,5/18/2013,4/26/2013,8,0,FALSE,FALSE,TRUE,Train,0,4,58.44,5,2,62.708,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,1/4/2012,2/3/2012,1/13/2012,9,0,TRUE,FALSE,TRUE,Train,0,1,75.21,2,0,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,2/11/2012,3/12/2012,2/18/2012,7,0,FALSE,FALSE,TRUE,Train,0,2,43.62,3,38,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,5/7/2012,6/6/2012,5/13/2012,6,0,FALSE,FALSE,TRUE,Train,0,5,50.96,6,86,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,5/20/2012,6/19/2012,5/22/2012,2,0,FALSE,FALSE,TRUE,Train,0,5,62.96,6,13,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,6/5/2012,7/5/2012,6/6/2012,1,0,FALSE,FALSE,TRUE,Train,0,6,71.6,7,16,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,6/27/2012,7/27/2012,6/30/2012,3,0,FALSE,FALSE,TRUE,Train,0,6,73.09,7,22,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,8/6/2012,9/5/2012,8/10/2012,4,0,FALSE,FALSE,TRUE,Train,0,8,92.36,9,40,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,8/25/2012,9/24/2012,8/28/2012,3,0,FALSE,FALSE,TRUE,Train,0,8,72.2,9,19,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,9/28/2012,10/28/2012,10/4/2012,6,0,FALSE,FALSE,TRUE,Train,0,9,60.14,10,34,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,10/23/2012,11/22/2012,11/21/2012,29,0,FALSE,FALSE,TRUE,Train,0,10,84.43,11,25,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,11/25/2012,12/25/2012,11/30/2012,5,0,FALSE,FALSE,TRUE,Train,0,11,87.71,12,33,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,12/9/2012,1/8/2013,12/13/2012,4,0,FALSE,FALSE,TRUE,Train,0,12,81.27,1,14,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,2/6/2013,3/8/2013,2/10/2013,4,0,FALSE,FALSE,TRUE,Train,0,2,82.93,3,59,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,2/10/2013,3/12/2013,2/11/2013,1,0,FALSE,FALSE,TRUE,Train,0,2,73.56,3,4,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4092-ZAVRG,2/27/2013,3/29/2013,3/11/2013,12,0,FALSE,FALSE,TRUE,Train,0,2,69.65,3,17,71.89238095,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4460-ZXNDN,3/25/2012,4/24/2012,4/28/2012,34,4,TRUE,TRUE,FALSE,Train,1,3,45.59,4,0,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,4/9/2012,5/9/2012,5/25/2012,46,16,FALSE,TRUE,FALSE,Train,3,4,61.97,5,15,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,5/6/2012,6/5/2012,6/12/2012,37,7,FALSE,TRUE,FALSE,Train,1,5,64.4,6,27,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,5/8/2012,6/7/2012,6/27/2012,50,20,FALSE,TRUE,FALSE,Train,3,5,61.86,6,2,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,5/23/2012,6/22/2012,7/18/2012,56,26,FALSE,TRUE,FALSE,Train,4,5,74.28,6,15,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,6/9/2012,7/9/2012,7/12/2012,33,3,FALSE,TRUE,FALSE,Train,1,6,64.44,7,17,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,6/9/2012,7/9/2012,7/23/2012,44,14,FALSE,TRUE,FALSE,Train,2,6,51.6,7,0,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,9/28/2012,10/28/2012,11/2/2012,35,5,FALSE,TRUE,FALSE,Train,1,9,90.57,10,111,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,10/1/2012,10/31/2012,11/3/2012,33,3,FALSE,TRUE,FALSE,Train,1,10,59.6,10,3,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,10/1/2012,10/31/2012,11/21/2012,51,21,FALSE,TRUE,FALSE,Train,3,10,58.19,10,0,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,10/6/2012,11/5/2012,11/13/2012,38,8,FALSE,TRUE,FALSE,Train,2,10,80.31,11,5,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,10/9/2012,11/8/2012,12/1/2012,53,23,FALSE,TRUE,FALSE,Train,4,10,76.79,11,3,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,10/25/2012,11/24/2012,12/10/2012,46,16,FALSE,TRUE,FALSE,Train,3,10,75.29,11,16,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,12/16/2012,1/15/2013,1/12/2013,27,0,FALSE,FALSE,TRUE,Train,0,12,75.06,1,52,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,12/29/2012,1/28/2013,2/10/2013,43,13,FALSE,TRUE,FALSE,Train,2,12,58.9,1,13,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,1/15/2013,2/14/2013,3/10/2013,54,24,FALSE,TRUE,FALSE,Train,4,1,72.05,2,17,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,2/23/2013,3/25/2013,4/1/2013,37,7,FALSE,TRUE,FALSE,Train,1,2,84.71,3,39,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,3/9/2013,4/8/2013,4/16/2013,38,8,FALSE,TRUE,FALSE,Train,2,3,32.97,4,14,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,3/21/2013,4/20/2013,5/20/2013,60,30,FALSE,TRUE,FALSE,Train,5,3,84.43,4,12,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4460-ZXNDN,4/22/2013,5/22/2013,6/25/2013,64,34,FALSE,TRUE,FALSE,Train,5,4,75.16,5,32,68.8825,69.7912,13.76,43.76,0.095364259,0.324252998,0.157898284,0.171658777,0.168081256,0.082744425,0.107142857,0.321428571,0.178571429,0.178571429,0.142857143,0.071428571
4632-QZOKX,2/14/2012,3/15/2012,3/20/2012,35,5,TRUE,TRUE,FALSE,Train,1,2,83.42,3,0,57.49705882,58.666,10,40,0.099708425,0.344846284,0.308875134,0.181052739,0.065517418,0,0.117647059,0.352941176,0.294117647,0.176470588,0.058823529,0
4632-QZOKX,2/18/2012,3/19/2012,4/4/2012,46,16,FALSE,TRUE,FALSE,Train,3,2,72.18,3,4,57.49705882,58.666,10,40,0.099708425,0.344846284,0.308875134,0.181052739,0.065517418,0,0.117647059,0.352941176,0.294117647,0.176470588,0.058823529,0
4632-QZOKX,2/21/2012,3/22/2012,4/3/2012,42,12,FALSE,TRUE,FALSE,Train,2,2,76.19,3,3,57.49705882,58.666,10,40,0.099708425,0.344846284,0.308875134,0.181052739,0.065517418,0,0.117647059,0.352941176,0.294117647,0.176470588,0.058823529,0
4632-QZOKX,2/27/2012,3/28/2012,4/13/2012,46,16,FALSE,TRUE,FALSE,Train,3,2,70.89,3,6,57.49705882,58.666,10,40,0.099708425,0.344846284,0.308875134,0.181052739,0.065517418,0,0.117647059,0.352941176,0.294117647,0.176470588,0.058823529,0
