customerID,InvoiceDate,DueDate,SettledDate,DaysToSettle,DaysLate,First invoice,Late,On-Time,Train/Test 30%,Train/Test 3 months,Age Bucket,Invoiced Month,InvoiceAmount,Invoice Due Month,Gap between current and previous invoice due date,Average Amount of PAID,Average of Amount of LATE PAID,Average Days Late,Average Days to Settle,Ratio Of Amount of Paid Invoices Bucket(0) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(1) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(2) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(3) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(4) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(5) by Total Amount of Paid Invoices,Ratio Of number of Paid Invoices Bucket(0) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(1) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(2) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(3) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(4) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(5) by Total number of Paid Invoices
3448-OWJOT,2013/09/30,2013/10/30,2013/10/27,27,0,FALSE,FALSE,TRUE,Test,Train,0,9,73.99,10,8,70.55357143,68.61086957,9.391304348,39.39130435,0.201189572,0.333383953,0.289465958,0.14745634,0,0.028504176,0.178571429,0.357142857,0.285714286,0.142857143,0,0.035714286
3448-OWJOT,2013/10/03,2013/11/02,2013/11/09,37,7,FALSE,TRUE,FALSE,Test,Test,1,10,64.74,11,3,70.55357143,68.61086957,9.391304348,39.39130435,0.201189572,0.333383953,0.289465958,0.14745634,0,0.028504176,0.178571429,0.357142857,0.285714286,0.142857143,0,0.035714286
3568-JJMFW,2012/02/21,2012/03/22,2012/03/10,18,0,TRUE,FALSE,TRUE,Train,Train,0,2,56.21,3,0,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/03/30,2012/04/29,2012/04/29,30,0,FALSE,FALSE,TRUE,Train,Train,0,3,36.21,4,38,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/04/21,2012/05/21,2012/05/03,12,0,FALSE,FALSE,TRUE,Train,Train,0,4,63.97,5,22,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/05/05,2012/06/04,2012/06/08,34,4,FALSE,TRUE,FALSE,Train,Train,1,5,82.38,6,14,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/05/08,2012/06/07,2012/06/11,34,4,FALSE,TRUE,FALSE,Train,Train,1,5,48.47,6,3,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/05/11,2012/06/10,2012/06/07,27,0,FALSE,FALSE,TRUE,Train,Train,0,5,84.39,6,3,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/06/13,2012/07/13,2012/07/10,27,0,FALSE,FALSE,TRUE,Train,Train,0,6,81.7,7,33,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/06/14,2012/07/14,2012/07/02,18,0,FALSE,FALSE,TRUE,Train,Train,0,6,50.63,7,1,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/07/18,2012/08/17,2012/08/14,27,0,FALSE,FALSE,TRUE,Train,Train,0,7,84.79,8,34,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/08/08,2012/09/07,2012/09/04,27,0,FALSE,FALSE,TRUE,Train,Train,0,8,71.98,9,21,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/08/28,2012/09/27,2012/09/12,15,0,FALSE,FALSE,TRUE,Train,Train,0,8,79.43,9,20,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/09/17,2012/10/17,2012/10/04,17,0,FALSE,FALSE,TRUE,Train,Train,0,9,67.58,10,20,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/10/05,2012/11/04,2012/10/28,23,0,FALSE,FALSE,TRUE,Train,Train,0,10,83.13,11,18,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/10/11,2012/11/10,2012/11/07,27,0,FALSE,FALSE,TRUE,Train,Train,0,10,89.28,11,6,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/12/27,2013/01/26,2013/01/18,22,0,FALSE,FALSE,TRUE,Train,Train,0,12,88.5,1,77,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2012/12/30,2013/01/29,2013/01/17,18,0,FALSE,FALSE,TRUE,Train,Train,0,12,56.93,1,3,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2013/03/29,2013/04/28,2013/04/17,19,0,FALSE,FALSE,TRUE,Train,Train,0,3,81.21,4,89,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2013/04/03,2013/05/03,2013/05/03,30,0,FALSE,FALSE,TRUE,Train,Train,0,4,77.79,5,5,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2013/04/25,2013/05/25,2013/05/13,18,0,FALSE,FALSE,TRUE,Train,Train,0,4,72.88,5,22,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2013/05/25,2013/06/24,2013/06/10,16,0,FALSE,FALSE,TRUE,Train,Train,0,5,96.64,6,30,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2013/07/27,2013/08/26,2013/08/23,27,0,FALSE,FALSE,TRUE,Test,Train,0,7,70.86,8,63,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2013/08/03,2013/09/02,2013/08/24,21,0,FALSE,FALSE,TRUE,Test,Train,0,8,64.53,9,7,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2013/09/05,2013/10/05,2013/09/26,21,0,FALSE,FALSE,TRUE,Test,Train,0,9,67.5,10,33,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2013/09/06,2013/10/06,2013/09/12,6,0,FALSE,FALSE,TRUE,Test,Train,0,9,45.02,10,1,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2013/09/10,2013/10/10,2013/10/04,24,0,FALSE,FALSE,TRUE,Test,Train,0,9,83.68,10,4,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2013/10/15,2013/11/14,2013/11/08,24,0,FALSE,FALSE,TRUE,Test,Test,0,10,60.71,11,35,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2013/10/20,2013/11/19,2013/11/09,20,0,FALSE,FALSE,TRUE,Test,Test,0,10,96.23,11,5,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3568-JJMFW,2013/11/15,2013/12/15,2013/11/20,5,0,FALSE,FALSE,TRUE,Test,Test,0,11,82.29,12,26,72.31857143,65.425,4,34,0.935380163,0.064619837,0,0,0,0,0.928571429,0.071428571,0,0,0,0
3569-VJWXS,2012/01/27,2012/02/26,2012/02/29,33,3,TRUE,TRUE,FALSE,Train,Train,1,1,58.71,2,0,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2012/02/17,2012/03/18,2012/03/11,23,0,FALSE,FALSE,TRUE,Train,Train,0,2,51.07,3,21,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2012/02/25,2012/03/26,2012/03/22,26,0,FALSE,FALSE,TRUE,Train,Train,0,2,55.09,3,8,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2012/03/03,2012/04/02,2012/03/28,25,0,FALSE,FALSE,TRUE,Train,Train,0,3,36.26,4,7,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2012/03/15,2012/04/14,2012/04/07,23,0,FALSE,FALSE,TRUE,Train,Train,0,3,39.66,4,12,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2012/04/03,2012/05/03,2012/04/30,27,0,FALSE,FALSE,TRUE,Train,Train,0,4,65.75,5,19,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2012/04/17,2012/05/17,2012/05/29,42,12,FALSE,TRUE,FALSE,Train,Train,2,4,59.92,5,14,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2012/06/10,2012/07/10,2012/07/12,32,2,FALSE,TRUE,FALSE,Train,Train,1,6,43.89,7,54,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2012/08/07,2012/09/06,2012/09/11,35,5,FALSE,TRUE,FALSE,Train,Train,1,8,92.18,9,58,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2012/08/18,2012/09/17,2012/09/15,28,0,FALSE,FALSE,TRUE,Train,Train,0,8,102.96,9,11,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2012/12/19,2013/01/18,2013/01/13,25,0,FALSE,FALSE,TRUE,Train,Train,0,12,63.48,1,123,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2012/12/25,2013/01/24,2013/01/16,22,0,FALSE,FALSE,TRUE,Train,Train,0,12,59.32,1,6,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2012/12/26,2013/01/25,2013/01/21,26,0,FALSE,FALSE,TRUE,Train,Train,0,12,34.86,1,1,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2013/01/26,2013/02/25,2013/02/19,24,0,FALSE,FALSE,TRUE,Train,Train,0,1,58.42,2,31,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2013/02/01,2013/03/03,2013/03/05,32,2,FALSE,TRUE,FALSE,Train,Train,1,2,38.64,3,6,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2013/04/26,2013/05/26,2013/05/12,16,0,FALSE,FALSE,TRUE,Train,Train,0,4,43.79,5,84,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2013/05/07,2013/06/06,2013/05/21,14,0,FALSE,FALSE,TRUE,Train,Train,0,5,50.63,6,11,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2013/05/14,2013/06/13,2013/05/29,15,0,FALSE,FALSE,TRUE,Test,Train,0,5,43.67,6,7,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2013/05/15,2013/06/14,2013/06/07,23,0,FALSE,FALSE,TRUE,Test,Train,0,5,35.23,6,1,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2013/05/24,2013/06/23,2013/06/06,13,0,FALSE,FALSE,TRUE,Test,Train,0,5,61.84,6,9,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2013/06/23,2013/07/23,2013/07/03,10,0,FALSE,FALSE,TRUE,Test,Train,0,6,88.56,7,30,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2013/08/01,2013/08/31,2013/08/26,25,0,FALSE,FALSE,TRUE,Test,Train,0,8,64.19,8,39,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2013/08/31,2013/09/30,2013/09/17,17,0,FALSE,FALSE,TRUE,Test,Train,0,8,60.26,9,30,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3569-VJWXS,2013/10/04,2013/11/03,2013/11/09,36,6,FALSE,TRUE,FALSE,Test,Test,1,10,80.32,11,34,57.8625,62.27666667,5,35,0.730928206,0.225923526,0.043148268,0,0,0,0.75,0.208333333,0.041666667,0,0,0
3598-DNURW,2012/01/26,2012/02/25,2012/02/09,14,0,TRUE,FALSE,TRUE,Train,Train,0,1,47.02,2,0,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2012/01/30,2012/02/29,2012/02/20,21,0,FALSE,FALSE,TRUE,Train,Train,0,1,56.37,2,4,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2012/02/01,2012/03/02,2012/02/19,18,0,FALSE,FALSE,TRUE,Train,Train,0,2,84.13,3,2,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2012/03/06,2012/04/05,2012/03/28,22,0,FALSE,FALSE,TRUE,Train,Train,0,3,67.83,4,34,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2012/03/30,2012/04/29,2012/04/24,25,0,FALSE,FALSE,TRUE,Train,Train,0,3,58.57,4,24,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2012/07/20,2012/08/19,2012/08/13,24,0,FALSE,FALSE,TRUE,Train,Train,0,7,84.54,8,112,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2012/08/09,2012/09/08,2012/09/03,25,0,FALSE,FALSE,TRUE,Train,Train,0,8,57.34,9,20,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2012/08/14,2012/09/13,2012/09/10,27,0,FALSE,FALSE,TRUE,Train,Train,0,8,50.66,9,5,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2012/09/12,2012/10/12,2012/09/28,16,0,FALSE,FALSE,TRUE,Train,Train,0,9,56.44,10,29,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2012/09/29,2012/10/29,2012/10/19,20,0,FALSE,FALSE,TRUE,Train,Train,0,9,90.91,10,17,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2012/10/24,2012/11/23,2012/11/07,14,0,FALSE,FALSE,TRUE,Train,Train,0,10,46.32,11,25,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2012/11/16,2012/12/16,2012/11/23,7,0,FALSE,FALSE,TRUE,Train,Train,0,11,46.07,12,23,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2013/01/03,2013/02/02,2013/01/15,12,0,FALSE,FALSE,TRUE,Train,Train,0,1,49.51,2,48,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2013/01/06,2013/02/05,2013/01/16,10,0,FALSE,FALSE,TRUE,Train,Train,0,1,58.49,2,3,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2013/04/26,2013/05/26,2013/05/11,15,0,FALSE,FALSE,TRUE,Test,Train,0,4,57.06,5,110,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2013/06/05,2013/07/05,2013/06/20,15,0,FALSE,FALSE,TRUE,Test,Train,0,6,57.33,7,40,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2013/06/20,2013/07/20,2013/07/08,18,0,FALSE,FALSE,TRUE,Test,Train,0,6,69.03,7,15,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2013/08/31,2013/09/30,2013/09/12,12,0,FALSE,FALSE,TRUE,Test,Train,0,8,66.01,9,72,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2013/11/05,2013/12/05,2013/11/22,17,0,FALSE,FALSE,TRUE,Test,Test,0,11,90.41,12,66,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3598-DNURW,2013/11/15,2013/12/15,2013/11/23,8,0,FALSE,FALSE,TRUE,Test,Test,0,11,91.34,12,10,64.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3676-CQAIF,2012/01/15,2012/02/14,2012/02/22,38,8,TRUE,TRUE,FALSE,Train,Train,2,1,48.06,2,0,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2012/02/07,2012/03/08,2012/03/17,39,9,FALSE,TRUE,FALSE,Train,Train,2,2,44.52,3,23,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2012/02/25,2012/03/26,2012/04/02,37,7,FALSE,TRUE,FALSE,Train,Train,1,2,25.93,3,18,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2012/03/02,2012/04/01,2012/04/09,38,8,FALSE,TRUE,FALSE,Train,Train,2,3,45.97,4,6,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2012/05/03,2012/06/02,2012/06/08,36,6,FALSE,TRUE,FALSE,Train,Train,1,5,56.84,6,62,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2012/05/17,2012/06/16,2012/06/26,40,10,FALSE,TRUE,FALSE,Train,Train,2,5,41.29,6,14,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2012/06/01,2012/07/01,2012/07/20,49,19,FALSE,TRUE,FALSE,Train,Train,3,6,53.81,7,15,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2012/06/04,2012/07/04,2012/07/23,49,19,FALSE,TRUE,FALSE,Train,Train,3,6,57.09,7,3,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2012/06/10,2012/07/10,2012/07/28,48,18,FALSE,TRUE,FALSE,Train,Train,3,6,35.32,7,6,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2012/06/19,2012/07/19,2012/07/21,32,2,FALSE,TRUE,FALSE,Train,Train,1,6,39.74,7,9,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2012/09/27,2012/10/27,2012/11/10,44,14,FALSE,TRUE,FALSE,Train,Train,2,9,63.21,10,100,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2012/11/15,2012/12/15,2012/12/23,38,8,FALSE,TRUE,FALSE,Train,Train,2,11,50.33,12,49,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2013/01/13,2013/02/12,2013/03/02,48,18,FALSE,TRUE,FALSE,Test,Train,3,1,38.72,2,59,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2013/01/14,2013/02/13,2013/02/03,20,0,FALSE,FALSE,TRUE,Test,Train,0,1,10.64,2,1,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2013/07/06,2013/08/05,2013/08/07,32,2,FALSE,TRUE,FALSE,Test,Train,1,7,24.9,8,173,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2013/07/21,2013/08/20,2013/08/06,16,0,FALSE,FALSE,TRUE,Test,Train,0,7,20.55,8,15,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3676-CQAIF,2013/11/26,2013/12/26,2013/12/31,35,5,FALSE,TRUE,FALSE,Test,Test,1,11,52.38,12,128,41.72352941,45.20733333,10.2,40.2,0.043972931,0.281672071,0.413619061,0.260735937,0,0,0.117647059,0.294117647,0.352941176,0.235294118,0,0
3831-FXWYK,2012/02/10,2012/03/11,2012/03/22,41,11,TRUE,TRUE,FALSE,Train,Train,2,2,64.54,3,0,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,2012/03/03,2012/04/02,2012/04/20,48,18,FALSE,TRUE,FALSE,Train,Train,3,3,117.01,4,22,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,2012/03/24,2012/04/23,2012/05/04,41,11,FALSE,TRUE,FALSE,Train,Train,2,3,89.9,4,21,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,2012/03/29,2012/04/28,2012/05/06,38,8,FALSE,TRUE,FALSE,Train,Train,2,3,79.28,4,5,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,2012/05/14,2012/06/13,2012/07/01,48,18,FALSE,TRUE,FALSE,Train,Train,3,5,80.07,6,46,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,2012/08/09,2012/09/08,2012/09/10,32,2,FALSE,TRUE,FALSE,Train,Train,1,8,73.9,9,87,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,2012/09/01,2012/10/01,2012/09/27,26,0,FALSE,FALSE,TRUE,Train,Train,0,9,78.39,10,23,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,2012/11/02,2012/12/02,2012/12/17,45,15,FALSE,TRUE,FALSE,Train,Train,3,11,74.47,12,62,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,2012/11/04,2012/12/04,2012/12/05,31,1,FALSE,TRUE,FALSE,Train,Train,1,11,66.03,12,2,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,2012/11/24,2012/12/24,2013/01/03,40,10,FALSE,TRUE,FALSE,Train,Train,2,11,83.66,12,20,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,2012/11/29,2012/12/29,2012/12/26,27,0,FALSE,FALSE,TRUE,Train,Train,0,11,50.3,12,5,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,2012/12/24,2013/01/23,2013/01/31,38,8,FALSE,TRUE,FALSE,Train,Train,2,12,24.46,1,25,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,2012/12/27,2013/01/26,2013/02/01,36,6,FALSE,TRUE,FALSE,Train,Train,1,12,71.85,1,3,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
3831-FXWYK,2013/01/05,2013/02/04,2013/02/18,44,14,FALSE,TRUE,FALSE,Train,Train,2,1,63.12,2,9,69.75615385,72.81315789,8.578947368,38.57894737,0.23720543,0.357448474,0.25562123,0.149724866,0,0,0.269230769,0.346153846,0.269230769,0.115384615,0,0
